Timestamp,Marker_0_X_mm,Marker_0_Y_mm,Marker_1_X_mm,Marker_1_Y_mm,Marker_2_X_mm,Marker_2_Y_mm,Marker_3_X_mm,Marker_3_Y_mm,Marker_4_X_mm,Marker_4_Y_mm,Marker_5_X_mm,Marker_5_Y_mm,Marker_6_X_mm,Marker_6_Y_mm,Marker_7_X_mm,Marker_7_Y_mm
2025-03-11 17:04:09.949228,810,305,759,287,71,84,,,,,,,,,,
2025-03-11 17:04:10.043508,809,305,758,287,71,83,,,,,,,,,,
2025-03-11 17:04:10.138858,807,304,757,286,72,79,,,,,,,,,,
2025-03-11 17:04:10.230015,809,306,758,287,79,79,,,,,,,,,,
2025-03-11 17:04:10.326434,808,305,756,287,78,79,,,,,,,,,,
2025-03-11 17:04:10.417556,806,308,755,289,80,77,,,,,,,,,,
2025-03-11 17:04:10.520563,805,311,754,292,71,75,,,,,,,,,,
2025-03-11 17:04:10.610378,804,312,753,292,68,75,,,,,,,,,,
2025-03-11 17:04:10.707797,805,312,754,292,65,80,,,,,,,,,,
2025-03-11 17:04:10.800477,807,312,755,292,65,80,,,,,,,,,,
2025-03-11 17:04:10.896514,805,310,754,291,63,79,,,,,,,,,,
2025-03-11 17:04:10.988217,807,310,755,291,63,76,,,,,,,,,,
2025-03-11 17:04:11.087679,807,310,755,290,63,76,,,,,,,,,,
2025-03-11 17:04:11.190176,807,311,756,292,63,74,,,,,,,,,,
2025-03-11 17:04:11.286208,809,311,759,292,65,75,,,,,,,,,,
2025-03-11 17:04:11.394096,806,310,755,290,70,74,,,,,,,,,,
2025-03-11 17:04:11.477581,803,317,757,293,77,77,,,,,,,,,,
2025-03-11 17:04:11.572325,810,332,746,291,79,76,,,,,,,,,,
2025-03-11 17:04:11.668639,811,335,,,72,74,,,,,,,,,,
2025-03-11 17:04:11.744577,811,336,7,0,70,76,,,,,,,,,,
2025-03-11 17:04:11.841694,764,314,0,0,68,77,,,,,,,,,,
2025-03-11 17:04:11.937794,764,319,7,0,66,79,,,,,,,,,,
2025-03-11 17:04:12.029256,766,321,7,0,66,79,,,,,,,,,,
2025-03-11 17:04:12.111595,769,319,7,0,65,79,,,,,,,,,,
2025-03-11 17:04:12.204419,771,318,0,0,63,80,,,,,,,,,,
2025-03-11 17:04:12.303588,769,317,7,0,63,82,,,,,,,,,,
2025-03-11 17:04:12.394830,784,310,0,0,61,84,,,,,,,,,,
2025-03-11 17:04:12.492149,748,293,7,0,62,84,,,,,,,,,,
2025-03-11 17:04:12.584982,757,296,6,0,55,84,,,,,,,,,,
2025-03-11 17:04:12.696110,811,319,763,301,43,88,,,,,,,,,,
2025-03-11 17:04:12.777557,812,321,765,303,42,91,,,,,,,,,,
2025-03-11 17:04:12.869748,812,331,764,313,34,114,,,,,,,,,,
2025-03-11 17:04:12.955473,814,334,765,317,33,126,,,,,,,,,,
2025-03-11 17:04:13.043195,825,341,754,312,,,,,,,,,,,,
2025-03-11 17:04:13.122568,825,345,731,307,,,,,,,,,,,,
2025-03-11 17:04:13.203654,841,331,721,294,13,0,,,,,,,,,,
2025-03-11 17:04:13.298930,842,324,720,288,,,,,,,,,,,,
2025-03-11 17:04:13.382154,842,322,720,269,1,11,,,,,,,,,,
2025-03-11 17:04:13.482449,841,316,719,264,0,14,,,,,,,,,,
2025-03-11 17:04:13.583525,844,312,721,262,1,21,,,,,,,,,,
2025-03-11 17:04:13.658076,847,315,721,263,0,21,,,,,,,,,,
2025-03-11 17:04:13.739727,853,302,727,268,1,18,,,,,,,,,,
